,molecule_chembl_id,molecule_pref_name,canonical_smiles,pchembl_value,standard_type,standard_relation,standard_value,standard_units,ligand_efficiency,assay_type
138,CHEMBL60225,,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)c3ccc(Br)cc3)CC2)CC1,8.64,IC50,=,2.3,nM,,F
139,CHEMBL60225,,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)c3ccc(Br)cc3)CC2)CC1,8.21,IC50,=,6.2,nM,,F
140,CHEMBL60225,,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)c3ccc(Br)cc3)CC2)CC1,7.81,IC50,=,15.6,nM,,F
141,CHEMBL60225,,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)c3ccc(Br)cc3)CC2)CC1,,IC50,,,nM,,F
142,CHEMBL59101,,Cc1ccccc1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,8.11,IC50,=,7.8,nM,,F
143,CHEMBL59101,,Cc1ccccc1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,7.54,IC50,=,28.6,nM,,F
144,CHEMBL59101,,Cc1ccccc1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,7.17,IC50,=,67.0,nM,,F
145,CHEMBL59101,,Cc1ccccc1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,,IC50,,,nM,,F
146,CHEMBL433635,,CC1(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CCN(C(=O)C2CCCCC2)CC1,6.39,IC50,=,408.0,nM,,F
147,CHEMBL433635,,CC1(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CCN(C(=O)C2CCCCC2)CC1,,IC50,,,nM,,F
148,CHEMBL433635,,CC1(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CCN(C(=O)C2CCCCC2)CC1,6.24,IC50,=,580.0,nM,,F
149,CHEMBL433635,,CC1(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CCN(C(=O)C2CCCCC2)CC1,,IC50,,,nM,,F
150,CHEMBL58248,,Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccc(C#N)cc3)c3ccccc3)CC2)CC1,8.42,IC50,=,3.8,nM,,F
151,CHEMBL58248,,Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccc(C#N)cc3)c3ccccc3)CC2)CC1,6.46,IC50,=,350.0,nM,,F
152,CHEMBL58248,,Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccc(C#N)cc3)c3ccccc3)CC2)CC1,6.85,IC50,=,140.0,nM,,F
153,CHEMBL58248,,Cc1cc[n+]([O-])c(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccc(C#N)cc3)c3ccccc3)CC2)CC1,,IC50,,,nM,,F
154,CHEMBL58387,,Cc1ccnc(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,8.64,IC50,=,2.3,nM,,F
155,CHEMBL58387,,Cc1ccnc(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,8.96,IC50,=,1.1,nM,,F
156,CHEMBL58387,,Cc1ccnc(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,7.96,IC50,=,11.0,nM,,F
157,CHEMBL58387,,Cc1ccnc(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,,IC50,,,nM,,F
158,CHEMBL311795,,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](C)c3ccc(C(F)(F)F)cc3)[C@@H](C)C2)CC1,11.00,IC50,=,0.01,nM,"{'bei': '21.84', 'le': '0.42', 'lle': '6.13', 'sei': '20.92'}",B
159,CHEMBL352514,,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCC3)C[C@@H]2c2ccccc2)CC1,8.80,IC50,=,1.6,nM,"{'bei': '16.27', 'le': '0.30', 'lle': '3.16', 'sei': '14.28'}",B
160,CHEMBL81252,,CCN(C(=O)OCc1ccccc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2cccc(Cl)c2)CC1,8.70,IC50,=,2.0,nM,"{'bei': '14.54', 'le': '0.29', 'lle': '2.44', 'sei': '12.40'}",B
161,CHEMBL84268,,CCN(C(=O)NC)C1CCN(CCC(CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,6.92,IC50,=,120.0,nM,"{'bei': '14.22', 'le': '0.28', 'lle': '3.31', 'sei': '9.49'}",B
162,CHEMBL82786,,CCCN(C(=O)CCc1ccccc1)C1CCN(CC[C@@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,7.70,IC50,=,20.0,nM,"{'bei': '13.37', 'le': '0.26', 'lle': '1.88', 'sei': '12.64'}",B
163,CHEMBL311532,,CCN(C(=O)Oc1ccccc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.00,IC50,=,10.0,nM,"{'bei': '14.55', 'le': '0.28', 'lle': '2.53', 'sei': '11.40'}",B
164,CHEMBL81926,,CCCN(C(=O)OCc1ccccc1C)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.40,IC50,=,4.0,nM,"{'bei': '14.19', 'le': '0.27', 'lle': '2.10', 'sei': '11.97'}",B
165,CHEMBL81719,,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccccc1)S(=O)(=O)c1ccccc1,7.46,IC50,=,35.0,nM,"{'bei': '14.26', 'le': '0.28', 'lle': '2.82', 'sei': '11.71'}",B
166,CHEMBL2114183,,CCCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.82,IC50,=,1.5,nM,"{'bei': '14.17', 'le': '0.27', 'lle': '2.92', 'sei': '7.79'}",B
167,CHEMBL353330,,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2cccc(F)c2)CC1,8.80,IC50,=,1.6,nM,"{'bei': '14.99', 'le': '0.28', 'lle': '2.24', 'sei': '14.28'}",B
168,CHEMBL312945,,CCOC(=O)N(CC1CCCCC1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,7.46,IC50,=,35.0,nM,"{'bei': '13.08', 'le': '0.25', 'lle': '1.48', 'sei': '10.63'}",B
169,CHEMBL368637,,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@](C)(C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,8.26,IC50,=,5.5,nM,"{'bei': '14.73', 'le': '0.28', 'lle': '2.23', 'sei': '13.41'}",B
170,CHEMBL309657,,CCN(C(=O)OCC1CCCCC1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,7.82,IC50,=,15.0,nM,"{'bei': '13.73', 'le': '0.27', 'lle': '1.84', 'sei': '11.15'}",B
171,CHEMBL83823,,CCCN(C(=O)OCc1cccc(C)c1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.52,IC50,=,3.0,nM,"{'bei': '14.40', 'le': '0.28', 'lle': '2.22', 'sei': '12.15'}",B
172,CHEMBL311248,,C=CCN(C(=O)Cc1ccc([N+](=O)[O-])cc1)C1CCN(CC[C@@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.70,IC50,=,2.0,nM,"{'bei': '14.38', 'le': '0.28', 'lle': '3.59', 'sei': '8.36'}",B
173,CHEMBL353331,,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,8.92,IC50,=,1.2,nM,"{'bei': '15.68', 'le': '0.29', 'lle': '2.50', 'sei': '14.48'}",B
174,CHEMBL353331,,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,8.70,IC50,=,2.0,nM,"{'bei': '15.29', 'le': '0.28', 'lle': '2.28', 'sei': '14.12'}",B
175,CHEMBL79667,,CCCCCCN(C(=O)OC)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.00,IC50,=,10.0,nM,"{'bei': '14.71', 'le': '0.29', 'lle': '2.41', 'sei': '11.40'}",B
176,CHEMBL174304,,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,8.82,IC50,=,1.5,nM,"{'bei': '16.14', 'le': '0.30', 'lle': '3.18', 'sei': '14.32'}",B
177,CHEMBL311549,,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2cccc(Cl)c2)CC1,8.70,IC50,=,2.0,nM,"{'bei': '13.28', 'le': '0.26', 'lle': '2.37', 'sei': '7.68'}",B
178,CHEMBL82879,,CCCN(C(=O)c1ccccc1)C1CCN(CC[C@@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,7.00,IC50,=,100.0,nM,"{'bei': '12.78', 'le': '0.25', 'lle': '1.50', 'sei': '11.49'}",B
179,CHEMBL421527,,CN(C[C@@H](CCN1CCC(NC(=O)OC(C)(C)C)CC1)c1ccccc1)S(=O)(=O)c1ccccc1,6.00,IC50,=,1000.0,nM,"{'bei': '11.96', 'le': '0.23', 'lle': '1.53', 'sei': '7.60'}",B
180,CHEMBL79930,,CCN(C(=O)OC(C)(C)C)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,7.52,IC50,=,30.0,nM,"{'bei': '14.20', 'le': '0.28', 'lle': '2.32', 'sei': '10.72'}",B
181,CHEMBL172551,,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)C)C[C@@H]2c2ccccc2)CC1,8.55,IC50,=,2.8,nM,"{'bei': '16.18', 'le': '0.30', 'lle': '3.05', 'sei': '13.88'}",B
182,CHEMBL311052,,CCCN(C(=O)OCc1ccc(C(F)(F)F)cc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.22,IC50,=,6.0,nM,"{'bei': '12.73', 'le': '0.25', 'lle': '1.21', 'sei': '11.72'}",B
183,CHEMBL83057,,CCCN(C(=O)Cc1ccccc1)C1CCN(CC[C@@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.52,IC50,=,3.0,nM,"{'bei': '15.17', 'le': '0.29', 'lle': '3.09', 'sei': '13.99'}",B
184,CHEMBL172371,,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@](C)(C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,8.80,IC50,=,1.6,nM,"{'bei': '15.69', 'le': '0.29', 'lle': '2.77', 'sei': '14.28'}",B
185,CHEMBL82048,,CCCN(C(=O)OCc1ccccc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.70,IC50,=,2.0,nM,"{'bei': '15.06', 'le': '0.29', 'lle': '2.71', 'sei': '12.40'}",B
186,CHEMBL79622,,CCCN(C(=O)OCc1ccc(C(N)=O)cc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.70,IC50,=,2.0,nM,"{'bei': '14.01', 'le': '0.27', 'lle': '3.61', 'sei': '7.68'}",B
187,CHEMBL435538,,CC[C@@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccccc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,9.10,IC50,=,0.8,nM,"{'bei': '16.22', 'le': '0.30', 'lle': '3.07', 'sei': '14.77'}",B
188,CHEMBL80043,,COC(=O)N(CC1CCCCC1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.22,IC50,=,6.0,nM,"{'bei': '14.79', 'le': '0.29', 'lle': '2.63', 'sei': '11.72'}",B
189,CHEMBL432360,,C=CCN(C(=O)NCc1ccc([N+](=O)[O-])cc1)C1CCN(CC[C@@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,9.12,IC50,=,0.75,nM,"{'bei': '14.72', 'le': '0.28', 'lle': '3.87', 'sei': '7.86'}",B
190,CHEMBL82880,,CN(C[C@@H](CCN1CCC2(CC1)CC(=O)c1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,8.30,IC50,=,5.0,nM,"{'bei': '15.45', 'le': '0.31', 'lle': '2.55', 'sei': '14.39'}",B
191,CHEMBL172854,,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]2c2cccc(F)c2)CC1,9.10,IC50,=,0.8,nM,"{'bei': '16.22', 'le': '0.30', 'lle': '3.07', 'sei': '14.77'}",B
192,CHEMBL84029,,CCOC(=O)N(CC)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,7.40,IC50,=,40.0,nM,"{'bei': '14.75', 'le': '0.29', 'lle': '2.98', 'sei': '10.54'}",B
193,CHEMBL313216,,CCCN(C(=O)OCc1ccccc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2cccc(Cl)c2)CC1,8.40,IC50,=,4.0,nM,"{'bei': '13.72', 'le': '0.27', 'lle': '1.75', 'sei': '11.97'}",B
194,CHEMBL311261,,CCCN(C(=O)OCc1ccc(C)cc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.52,IC50,=,3.0,nM,"{'bei': '14.40', 'le': '0.28', 'lle': '2.22', 'sei': '12.15'}",B
195,CHEMBL85086,,CCN(C(=O)OCc1ccccc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.70,IC50,=,2.0,nM,"{'bei': '15.43', 'le': '0.30', 'lle': '3.10', 'sei': '12.40'}",B
196,CHEMBL421342,,CCCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.82,IC50,=,1.5,nM,"{'bei': '14.17', 'le': '0.27', 'lle': '2.92', 'sei': '7.79'}",B
197,CHEMBL81245,,CCCN(C(=O)OCc1ccc(C(N)=O)cc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2cccc(Cl)c2)CC1,8.52,IC50,=,3.0,nM,"{'bei': '13.01', 'le': '0.26', 'lle': '2.77', 'sei': '7.53'}",B
198,CHEMBL440137,,COC(=O)N(C)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,6.82,IC50,=,150.0,nM,"{'bei': '14.41', 'le': '0.28', 'lle': '3.18', 'sei': '9.73'}",B
199,CHEMBL435727,,CCC(CC)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccccc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,9.05,IC50,=,0.9,nM,"{'bei': '15.74', 'le': '0.29', 'lle': '2.63', 'sei': '14.68'}",B
200,CHEMBL83335,,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.70,IC50,=,2.0,nM,"{'bei': '14.01', 'le': '0.27', 'lle': '3.02', 'sei': '7.68'}",B
201,CHEMBL430818,,CCN(C(C)=O)C1CCN(CC[C@@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,6.92,IC50,=,120.0,nM,"{'bei': '14.67', 'le': '0.29', 'lle': '3.11', 'sei': '11.36'}",B
202,CHEMBL79504,,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccccc1,7.46,IC50,=,35.0,nM,"{'bei': '12.60', 'le': '0.27', 'lle': '1.52', 'sei': '11.71'}",B
203,CHEMBL83338,,CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1cccc(Cl)c1)S(=O)(=O)c1ccccc1,8.00,IC50,=,10.0,nM,"{'bei': '14.36', 'le': '0.30', 'lle': '2.71', 'sei': '12.56'}",B
204,CHEMBL2114185,,CN(C[C@@H](CCN1CCC(N2CCOC2=O)CC1)c1ccccc1)S(=O)(=O)c1ccccc1,6.00,IC50,=,1000.0,nM,"{'bei': '12.72', 'le': '0.25', 'lle': '2.60', 'sei': '8.55'}",B
205,CHEMBL79770,,CCCN(C(=O)N[C@H](C)c1ccccc1)C1CCN(CCC(CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.22,IC50,=,6.0,nM,"{'bei': '13.92', 'le': '0.27', 'lle': '2.09', 'sei': '11.27'}",B
206,CHEMBL84309,,CCCN(C(=O)COc1ccccc1)C1CCN(CC[C@@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.40,IC50,=,4.0,nM,"{'bei': '14.53', 'le': '0.28', 'lle': '3.14', 'sei': '11.97'}",B
207,CHEMBL174457,,CC[C@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccccc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1,9.05,IC50,=,0.9,nM,"{'bei': '16.13', 'le': '0.30', 'lle': '3.02', 'sei': '14.68'}",B
208,CHEMBL84351,,CN(C[C@@H](CCN1CCC(N(CC2CCCCC2)C(=O)OCc2ccccc2)CC1)c1ccccc1)S(=O)(=O)c1ccccc1,6.10,IC50,=,800.0,nM,"{'bei': '9.65', 'le': '0.19', 'lle': '-1.06', 'sei': '8.69'}",B
209,CHEMBL79930,,CCN(C(=O)OC(C)(C)C)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,7.60,IC50,=,25.0,nM,"{'bei': '14.35', 'le': '0.28', 'lle': '2.40', 'sei': '10.84'}",B
210,CHEMBL83773,,CNC(=O)NC1CCN(CCC(CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,6.00,IC50,=,1000.0,nM,"{'bei': '13.08', 'le': '0.26', 'lle': '3.13', 'sei': '7.34'}",B
211,CHEMBL173095,,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@H](CC3CCC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,8.92,IC50,=,1.2,nM,"{'bei': '15.57', 'le': '0.29', 'lle': '2.75', 'sei': '14.48'}",B
212,CHEMBL310645,,CCN(C(=O)OC)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,7.40,IC50,=,40.0,nM,"{'bei': '15.17', 'le': '0.30', 'lle': '3.37', 'sei': '10.54'}",B
213,CHEMBL82168,,C=CCN(C(=O)OCc1ccccc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.82,IC50,=,1.5,nM,"{'bei': '15.33', 'le': '0.29', 'lle': '3.05', 'sei': '12.58'}",B
214,CHEMBL310106,,CCCN(C(=O)OCc1cccc(C(N)=O)c1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2cccc(Cl)c2)CC1,9.10,IC50,=,0.8,nM,"{'bei': '13.88', 'le': '0.28', 'lle': '3.35', 'sei': '8.03'}",B
215,CHEMBL79907,,CCCN(C(=O)OC)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,7.70,IC50,=,20.0,nM,"{'bei': '15.35', 'le': '0.30', 'lle': '3.28', 'sei': '10.97'}",B
216,CHEMBL432182,,CCCCN(C(=O)OCc1ccccc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.30,IC50,=,5.0,nM,"{'bei': '14.03', 'le': '0.27', 'lle': '1.92', 'sei': '11.83'}",B
217,CHEMBL309922,,CN(CC(CCN1CCC(NC(=O)NCc2ccccc2)CC1)c1ccccc1)S(=O)(=O)c1ccccc1,7.00,IC50,=,100.0,nM,"{'bei': '13.09', 'le': '0.25', 'lle': '2.56', 'sei': '8.56'}",B
218,CHEMBL79315,,COC(=O)N(Cc1ccccc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,7.00,IC50,=,100.0,nM,"{'bei': '12.73', 'le': '0.25', 'lle': '1.79', 'sei': '9.98'}",B
219,CHEMBL79530,,CCCN(C(=O)NCc1ccccc1)C1CCN(CCC(CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.60,IC50,=,2.5,nM,"{'bei': '14.91', 'le': '0.29', 'lle': '3.03', 'sei': '11.79'}",B
220,CHEMBL83113,,CCCN(C(=O)N[C@@H](C)c1ccccc1)C1CCN(CCC(CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,7.12,IC50,=,75.0,nM,"{'bei': '12.06', 'le': '0.23', 'lle': '0.99', 'sei': '9.77'}",B
221,CHEMBL431009,,CCCCN(C(=O)OC)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,7.82,IC50,=,15.0,nM,"{'bei': '15.17', 'le': '0.30', 'lle': '3.01', 'sei': '11.15'}",B
222,CHEMBL2114184,,C=CCN(C(=O)OCc1ccccc1)C1CCN(CCC(CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.70,IC50,=,2.0,nM,"{'bei': '15.11', 'le': '0.29', 'lle': '2.93', 'sei': '12.40'}",B
223,CHEMBL445836,,CCCN(C(=O)Nc1ccccc1)C1CCN(CCC(CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.40,IC50,=,4.0,nM,"{'bei': '14.92', 'le': '0.29', 'lle': '2.51', 'sei': '11.51'}",B
224,CHEMBL170892,,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@H](CC(C)C)C(=O)O)C[C@@H]2c2ccccc2)CC1,8.54,IC50,=,2.9,nM,"{'bei': '15.73', 'le': '0.29', 'lle': '2.65', 'sei': '13.86'}",B
225,CHEMBL175327,,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2CN([C@H](CC3CC3)C(=O)O)C[C@@H]2c2cccc(F)c2)CC1,8.92,IC50,=,1.2,nM,"{'bei': '15.97', 'le': '0.30', 'lle': '3.14', 'sei': '14.48'}",B
226,CHEMBL310369,,COC(=O)NC1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,,IC50,>,1000.0,nM,,B
227,CHEMBL309619,,CN(C(=O)OCc1ccccc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,8.30,IC50,=,5.0,nM,"{'bei': '15.10', 'le': '0.29', 'lle': '3.09', 'sei': '11.83'}",B
228,CHEMBL309447,,CCCN(C(=O)N(C)Cc1ccccc1)C1CCN(CCC(CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,7.70,IC50,=,20.0,nM,"{'bei': '13.03', 'le': '0.25', 'lle': '1.79', 'sei': '12.00'}",B
229,CHEMBL93168,,O=C(c1ccccc1Br)N1C[C@H](CN2CCC(c3ccccc3)CC2)[C@@H](c2ccccc2)C1,7.32,IC50,=,48.0,nM,"{'bei': '14.54', 'le': '0.30', 'lle': '1.14', 'sei': '31.08'}",B
230,CHEMBL327241,,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(C[C@H]2CN(C(=O)c3cccc4ccccc34)C[C@@H]2c2ccccc2)CC1,9.10,IC50,=,0.8,nM,"{'bei': '14.38', 'le': '0.26', 'lle': '2.21', 'sei': '9.45'}",B
231,CHEMBL328260,,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(C[C@H]2CN(C(=O)C3CCCCC3)C[C@@H]2c2ccccc2)CC1,9.10,IC50,=,0.8,nM,"{'bei': '15.45', 'le': '0.29', 'lle': '3.09', 'sei': '9.45'}",B
232,CHEMBL330285,,COc1ccc(C(=O)N2C[C@H](CN3CCC(c4ccccc4)CC3)[C@@H](c3ccccc3)C2)cc1,,IC50,>,1000.0,nM,,B
233,CHEMBL327354,,O=C(c1cccnc1)N1C[C@H](CN2CCC(c3ccccc3)CC2)[C@@H](c2ccccc2)C1,6.58,IC50,=,260.0,nM,"{'bei': '15.47', 'le': '0.28', 'lle': '1.77', 'sei': '18.07'}",B
234,CHEMBL328373,,O=C(c1ccco1)N1C[C@H](CN2CCC(c3ccccc3)CC2)[C@@H](c2ccccc2)C1,7.26,IC50,=,55.0,nM,"{'bei': '17.51', 'le': '0.32', 'lle': '2.24', 'sei': '19.79'}",B
235,CHEMBL93851,,CCN(C(=O)OCc1ccccc1)C1CCN(C[C@H]2CN(C(=O)c3ccccc3Cl)C[C@@H]2c2ccccc2)CC1,8.70,IC50,=,2.0,nM,"{'bei': '15.53', 'le': '0.30', 'lle': '2.38', 'sei': '16.39'}",B
236,CHEMBL329813,,O=C(c1ccccc1Cl)N1C[C@H](CN2CCC(c3ccccc3)CC2)[C@@H](c2ccccc2)C1,7.28,IC50,=,52.0,nM,"{'bei': '15.87', 'le': '0.30', 'lle': '1.20', 'sei': '30.93'}",B
237,CHEMBL92133,,O=C(c1ccccc1-c1ccccc1)N1C[C@H](CN2CCC(c3ccccc3)CC2)[C@@H](c2ccccc2)C1,7.05,IC50,=,89.0,nM,"{'bei': '14.08', 'le': '0.25', 'lle': '-0.04', 'sei': '29.94'}",B
238,CHEMBL329107,,CCC(CC)C(=O)N1C[C@H](CN2CCC(c3ccccc3)CC2)[C@@H](c2ccccc2)C1,7.24,IC50,=,57.0,nM,"{'bei': '17.30', 'le': '0.32', 'lle': '1.70', 'sei': '30.76'}",B
239,CHEMBL327898,,COC(=O)N(CC1CCCC1)C1CCN(C[C@H]2CN(Cc3ccccc3)C[C@@H]2c2ccccc2)CC1,7.34,IC50,=,46.0,nM,"{'bei': '14.98', 'le': '0.28', 'lle': '1.71', 'sei': '20.37'}",B
240,CHEMBL93961,,COC(=O)N(CC1CCCC1)C1CCN(C[C@H]2CN(C(=O)c3ccccc3Cl)C[C@@H]2c2ccccc2)CC1,7.92,IC50,=,12.0,nM,"{'bei': '14.72', 'le': '0.28', 'lle': '2.00', 'sei': '14.92'}",B
241,CHEMBL430867,,CCN(C(=O)OCc1ccccc1)C1CCN(C[C@H]2CN(C(=O)C3CCCC3)C[C@@H]2c2ccccc2)CC1,8.70,IC50,=,2.0,nM,"{'bei': '16.80', 'le': '0.31', 'lle': '3.16', 'sei': '16.39'}",B
242,CHEMBL93691,,Brc1cccc([C@H]2CN(Cc3ccccc3)C[C@@H]2CN2CCC(c3ccccc3)CC2)c1,,IC50,>,1000.0,nM,,B
243,CHEMBL96217,,Fc1cccc([C@H]2CN(Cc3ccccc3)C[C@@H]2CN2CCC(c3ccccc3)CC2)c1,6.82,IC50,=,150.0,nM,"{'bei': '15.92', 'le': '0.29', 'lle': '0.90', 'sei': '105.31'}",B
