,molecule_chembl_id,molecule_pref_name,canonical_smiles,pchembl_value,standard_type,standard_relation,standard_value,standard_units,ligand_efficiency,assay_type
2011,CHEMBL1649911,,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CCN(C(C)=O)C3)C2)c1cccc(F)c1,,IC50,<,0.1,nM,,F
2012,CHEMBL1649910,,COC(=O)N1CCc2c(nc(C)n2[C@H]2C[C@H]3CC[C@@H](C2)N3CC[C@H](NC(C)=O)c2cccc(F)c2)C1,,IC50,<,0.1,nM,,F
2013,CHEMBL1649929,,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CCN(c1cnccn1)C3)C2)c1cccc(F)c1,,IC50,<,0.1,nM,,F
2014,CHEMBL1649928,,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CCN(c1ccncn1)C3)C2)c1cccc(F)c1,,IC50,<,0.1,nM,,F
2015,CHEMBL1649926,,COC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CN(C(C)=O)CC3)C2)c1cccc(F)c1,9.70,IC50,=,0.2,nM,,F
2016,CHEMBL1649927,,COC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CN(C(=O)OC)CC3)C2)c1cccc(F)c1,9.70,IC50,=,0.2,nM,,F
2017,CHEMBL1649924,,COC(=O)N1CCc2nc(C)n([C@H]3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(C)=O)c3cccc(F)c3)c2C1,10.00,IC50,=,0.1,nM,,F
2018,CHEMBL1649925,,COC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CN(C(C)=O)CC3)C2)c1ccccc1,9.22,IC50,=,0.6,nM,,F
2019,CHEMBL1649923,,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CN(C(=O)OC(C)C)CC3)C2)c1ccccc1,,IC50,<,0.1,nM,,F
2020,CHEMBL1649921,,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CN(C(=O)C(C)C)CC3)C2)c1ccccc1,9.40,IC50,=,0.4,nM,,F
2021,CHEMBL1649922,,COC(=O)N1CCc2nc(C)n([C@H]3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(C)=O)c3ccccc3)c2C1,9.52,IC50,=,0.3,nM,,F
2022,CHEMBL1649920,,CCC(=O)N1CCc2nc(C)n([C@H]3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(C)=O)c3ccccc3)c2C1,9.40,IC50,=,0.4,nM,,F
2023,CHEMBL1649919,,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CN(C(C)=O)CC3)C2)c1ccccc1,9.40,IC50,=,0.4,nM,,F
2024,CHEMBL1649917,,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CN(C(C)C)CC3)C2)c1ccccc1,8.52,IC50,=,3.0,nM,,F
2025,CHEMBL1649918,,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CN(S(C)(=O)=O)CC3)C2)c1ccccc1,8.70,IC50,=,2.0,nM,,F
2026,CHEMBL1649916,,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CN(C)CC3)C2)c1ccccc1,8.30,IC50,=,5.0,nM,,F
2027,CHEMBL1649914,,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CN(Cc1ccccc1)CC3)C2)c1ccccc1,7.54,IC50,=,29.0,nM,,F
2028,CHEMBL1649915,,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3c1CNCC3)C2)c1ccccc1,8.05,IC50,=,9.0,nM,,F
2029,CHEMBL1649913,,CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@@H](n1c(C)nc3ccccc31)C2)c1ccccc1,9.30,IC50,=,0.5,nM,,F
2030,CHEMBL1649912,,Cc1nc(C(C)C)n([C@H]2C[C@H]3CC[C@@H](C2)N3CC[C@H](NC(=O)C2CCC(F)(F)CC2)c2ccccc2)n1,8.85,IC50,=,1.4,nM,,F
2031,CHEMBL1201187,MARAVIROC,Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,9.70,IC50,=,0.2,nM,,F
2032,CHEMBL537424,,CCCCN1C(=O)C(CC(C)C)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2.Cl,7.03,IC50,=,94.0,nM,,F
2033,CHEMBL536743,,CCCCN1C(=O)C(CC2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2.Cl,7.55,IC50,=,28.0,nM,,F
2034,CHEMBL559168,,CCCCN1C(=O)[C@@H]([C@H](O)C(C)C)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2.Cl,7.08,IC50,=,84.0,nM,,F
2035,CHEMBL536754,,CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2.Cl,7.28,IC50,=,53.0,nM,,F
2036,CHEMBL1170878,,CCCCN1C(=O)[C@H](CC2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl,7.89,IC50,=,13.0,nM,,F
2037,CHEMBL1668019,APLAVIROC HYDROCHLORIDE,CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl,7.47,IC50,=,34.0,nM,,F
2038,CHEMBL1668020,,CCCCN1C(=O)[C@@H]([C@@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl,7.36,IC50,=,44.0,nM,,F
2039,CHEMBL1668021,,CCCCN1C(=O)[C@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl,6.33,IC50,=,470.0,nM,,F
2040,CHEMBL1668022,,CCCCN1C(=O)[C@H]([C@@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl,7.29,IC50,=,51.0,nM,,F
2041,CHEMBL537424,,CCCCN1C(=O)C(CC(C)C)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2.Cl,6.07,IC50,=,851.14,nM,,F
2042,CHEMBL559168,,CCCCN1C(=O)[C@@H]([C@H](O)C(C)C)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2.Cl,6.64,IC50,=,229.09,nM,,F
2043,CHEMBL536754,,CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2.Cl,8.11,IC50,=,7.762,nM,,F
2044,CHEMBL1170878,,CCCCN1C(=O)[C@H](CC2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl,7.06,IC50,=,87.1,nM,,F
2045,CHEMBL1668019,APLAVIROC HYDROCHLORIDE,CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl,8.25,IC50,=,5.623,nM,,F
2046,CHEMBL1668020,,CCCCN1C(=O)[C@@H]([C@@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl,6.74,IC50,=,181.97,nM,,F
2047,CHEMBL1668021,,CCCCN1C(=O)[C@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl,6.42,IC50,=,380.19,nM,,F
2048,CHEMBL1668022,,CCCCN1C(=O)[C@H]([C@@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl,6.35,IC50,=,446.68,nM,,F
2049,CHEMBL1683055,,CC(C)[C@]1(C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)CC[C@@H](NC2CCOCC2)C1,6.55,IC50,=,283.0,nM,"{'bei': '14.00', 'le': '0.27', 'lle': '2.23', 'sei': '14.61'}",B
2050,CHEMBL1683059,,CC(C)[C@]1(C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)CC[C@@H](N[C@H]2CCOC[C@H]2C)C1,7.11,IC50,=,77.0,nM,"{'bei': '14.77', 'le': '0.29', 'lle': '2.55', 'sei': '15.87'}",B
2051,CHEMBL1683060,,CC(C)[C@]1(C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)CC[C@@H](N[C@@H]2CCOC[C@@H]2C)C1,6.97,IC50,=,108.0,nM,"{'bei': '14.47', 'le': '0.28', 'lle': '2.41', 'sei': '15.55'}",B
2052,CHEMBL1683061,,CC(C)[C@]1(C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)CC[C@@H](N[C@H]2CCOC[C@@H]2C)C1,6.43,IC50,=,370.0,nM,"{'bei': '13.36', 'le': '0.26', 'lle': '1.87', 'sei': '14.35'}",B
2053,CHEMBL1683062,,CC(C)[C@]1(C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)CC[C@@H](N[C@@H]2CCOC[C@H]2C)C1,,IC50,>,1000.0,nM,,B
2054,CHEMBL1683063,,CC[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)(C(C)C)C1,7.75,IC50,=,18.0,nM,"{'bei': '15.63', 'le': '0.30', 'lle': '2.79', 'sei': '17.28'}",B
2055,CHEMBL1683064,,CC[C@H]1COCC[C@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)(C(C)C)C1,6.51,IC50,=,312.0,nM,"{'bei': '13.13', 'le': '0.25', 'lle': '1.56', 'sei': '14.52'}",B
2056,CHEMBL1683065,,CC[C@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)(C(C)C)C1,6.26,IC50,=,546.0,nM,"{'bei': '12.64', 'le': '0.24', 'lle': '1.31', 'sei': '13.98'}",B
2057,CHEMBL1683066,,CC[C@@H]1COCC[C@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)(C(C)C)C1,6.00,IC50,=,1000.0,nM,"{'bei': '12.11', 'le': '0.23', 'lle': '1.05', 'sei': '13.39'}",B
2058,CHEMBL1683067,,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)(C(C)C)C1,7.64,IC50,=,23.0,nM,"{'bei': '15.35', 'le': '0.30', 'lle': '3.70', 'sei': '14.13'}",B
2059,CHEMBL1683068,,CO[C@H]1COCC[C@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)(C(C)C)C1,6.69,IC50,=,204.0,nM,"{'bei': '13.45', 'le': '0.26', 'lle': '2.75', 'sei': '12.38'}",B
2060,CHEMBL1683069,,CCO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)(C(C)C)C1,7.65,IC50,=,22.5,nM,"{'bei': '14.95', 'le': '0.29', 'lle': '3.32', 'sei': '14.15'}",B
2061,CHEMBL1683070,,CCO[C@H]1COCC[C@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)(C(C)C)C1,6.69,IC50,=,206.0,nM,"{'bei': '13.07', 'le': '0.25', 'lle': '2.36', 'sei': '12.37'}",B
2062,CHEMBL1683071,,COC[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)(C(C)C)C1,6.70,IC50,=,201.0,nM,"{'bei': '13.09', 'le': '0.25', 'lle': '2.51', 'sei': '12.39'}",B
2063,CHEMBL1683072,,COC[C@H]1COCC[C@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)(C(C)C)C1,6.24,IC50,=,572.0,nM,"{'bei': '12.20', 'le': '0.24', 'lle': '2.05', 'sei': '11.55'}",B
2064,CHEMBL1683073,,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cccc(C(F)(F)F)n3)CC2)(C(C)C)C1,7.58,IC50,=,26.5,nM,"{'bei': '15.20', 'le': '0.30', 'lle': '4.24', 'sei': '11.32'}",B
2065,CHEMBL1683074,,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)(C(C)C)C1,8.28,IC50,=,5.3,nM,"{'bei': '16.60', 'le': '0.32', 'lle': '4.94', 'sei': '12.36'}",B
2066,CHEMBL1683075,,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3nccc(C(F)(F)F)n3)CC2)(C(C)C)C1,7.46,IC50,=,34.8,nM,"{'bei': '14.93', 'le': '0.29', 'lle': '4.73', 'sei': '9.34'}",B
2067,CHEMBL1683190,,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@](CC(F)(F)F)(C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)C1,8.08,IC50,=,8.4,nM,"{'bei': '15.00', 'le': '0.30', 'lle': '4.45', 'sei': '12.07'}",B
2068,CHEMBL1683074,,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)(C(C)C)C1,8.37,IC50,=,4.3,nM,,F
2069,CHEMBL1683190,,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@](CC(F)(F)F)(C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)C1,7.96,IC50,=,11.1,nM,,F
2070,CHEMBL82301,VICRIVIROC,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,8.52,IC50,=,3.0,nM,"{'bei': '15.97', 'le': '0.31', 'lle': '4.02', 'sei': '13.79'}",B
2071,CHEMBL1688239,,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN(C3CCc4cc(Br)ccc43)[C@@H](C)C2)CC1,8.41,IC50,=,3.9,nM,"{'bei': '15.97', 'le': '0.34', 'lle': '3.87', 'sei': '16.00'}",B
2072,CHEMBL1688239,,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN(C3CCc4cc(Br)ccc43)[C@@H](C)C2)CC1,6.72,IC50,=,190.0,nM,"{'bei': '12.77', 'le': '0.27', 'lle': '2.18', 'sei': '12.79'}",B
2073,CHEMBL1688240,,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN(C3CCc4cc(C(F)(F)F)ccc43)[C@@H](C)C2)CC1,8.30,IC50,=,5.0,nM,"{'bei': '16.10', 'le': '0.31', 'lle': '3.50', 'sei': '15.79'}",B
2074,CHEMBL1688241,,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H]3c4ccc(C(F)(F)F)cc4C[C@H]3O)[C@@H](C)C2)CC1,6.68,IC50,=,211.0,nM,"{'bei': '12.56', 'le': '0.24', 'lle': '2.91', 'sei': '9.17'}",B
2075,CHEMBL1688242,,CO[C@@H]1Cc2cc(C(F)(F)F)ccc2[C@H]1N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,8.34,IC50,=,4.6,nM,"{'bei': '15.28', 'le': '0.29', 'lle': '3.91', 'sei': '13.49'}",B
2076,CHEMBL1688243,INCB-9471,CCO[C@@H]1Cc2cc(C(F)(F)F)ccc2[C@H]1N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,8.19,IC50,=,6.5,nM,"{'bei': '14.63', 'le': '0.28', 'lle': '3.37', 'sei': '13.25'}",B
2077,CHEMBL1688244,,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN([C@H]3c4ccc(C(F)(F)F)cc4C[C@@H]3O)[C@@H](C)C2)CC1,,IC50,>,1000.0,nM,,B
2078,CHEMBL1687948,,CO[C@H]1Cc2cc(C(F)(F)F)ccc2[C@@H]1N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,,IC50,>,1000.0,nM,,B
2079,CHEMBL1688245,,CCO[C@H]1Cc2cc(C(F)(F)F)ccc2[C@@H]1N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,,IC50,>,1000.0,nM,,B
2080,CHEMBL82301,VICRIVIROC,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,8.92,IC50,=,1.2,nM,,F
2081,CHEMBL1688239,,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN(C3CCc4cc(Br)ccc43)[C@@H](C)C2)CC1,8.96,IC50,=,1.1,nM,,F
2082,CHEMBL1688240,,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN(C3CCc4cc(C(F)(F)F)ccc43)[C@@H](C)C2)CC1,8.92,IC50,=,1.2,nM,,F
2083,CHEMBL1688242,,CO[C@@H]1Cc2cc(C(F)(F)F)ccc2[C@H]1N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,8.46,IC50,=,3.5,nM,,F
2084,CHEMBL1688243,INCB-9471,CCO[C@@H]1Cc2cc(C(F)(F)F)ccc2[C@H]1N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,8.52,IC50,=,3.0,nM,,F
2085,CHEMBL1688243,INCB-9471,CCO[C@@H]1Cc2cc(C(F)(F)F)ccc2[C@H]1N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,7.80,IC50,=,16.0,nM,,F
2086,CHEMBL1688243,INCB-9471,CCO[C@@H]1Cc2cc(C(F)(F)F)ccc2[C@H]1N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,8.52,IC50,=,3.0,nM,,F
2087,CHEMBL1688243,INCB-9471,CCO[C@@H]1Cc2cc(C(F)(F)F)ccc2[C@H]1N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,8.82,IC50,=,1.5,nM,,F
2088,CHEMBL1688888,,Cc1nn(C)c2ncc(C(=O)NC(=O)Nc3ccc(F)c(C(F)(F)F)c3)cc12,,IC50,>,10000.0,nM,,F
2089,CHEMBL1688889,,Cc1nn(C)c2nc(N(C)CCN(C)C)c(C(=O)NC(=O)Nc3cccc(OC(C)C)c3)cc12.Cl,,IC50,>,10000.0,nM,,F
2090,CHEMBL1688888,,Cc1nn(C)c2ncc(C(=O)NC(=O)Nc3ccc(F)c(C(F)(F)F)c3)cc12,5.54,IC50,=,2900.0,nM,,F
2091,CHEMBL1688889,,Cc1nn(C)c2nc(N(C)CCN(C)C)c(C(=O)NC(=O)Nc3cccc(OC(C)C)c3)cc12.Cl,6.40,IC50,=,400.0,nM,,F
2092,CHEMBL1688888,,Cc1nn(C)c2ncc(C(=O)NC(=O)Nc3ccc(F)c(C(F)(F)F)c3)cc12,,IC50,,,,,F
2093,CHEMBL1688889,,Cc1nn(C)c2nc(N(C)CCN(C)C)c(C(=O)NC(=O)Nc3cccc(OC(C)C)c3)cc12.Cl,,IC50,>,10000.0,nM,,F
2094,CHEMBL336672,SCHERING C,CCO/N=C(/c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(C)cc[n+]([O-])c3C)CC2)CC1,7.40,IC50,=,40.0,nM,"{'bei': '13.27', 'le': '0.28', 'lle': '2.55', 'sei': '10.26'}",B
2095,CHEMBL1762143,,CCO/N=C(/c1ccc(Br)cc1)C1CCN(CCCNC(=O)c2c(C)cc[n+]([O-])c2C)CC1,6.75,IC50,=,180.0,nM,"{'bei': '13.03', 'le': '0.28', 'lle': '2.77', 'sei': '8.34'}",B
2096,CHEMBL1762303,,CCO/N=C(/c1ccc(Br)cc1)C1CCN(C(C)CNC(=O)c2c(C)cc[n+]([O-])c2C)CC1,4.77,IC50,=,17010.0,nM,"{'bei': '9.22', 'le': '0.20', 'lle': '0.80', 'sei': '5.90'}",B
2097,CHEMBL1762304,,CCO/N=C(/c1ccc(Br)cc1)C1CCN(C(C)CCNC(=O)c2c(C)cc[n+]([O-])c2C)CC1,6.54,IC50,=,290.0,nM,"{'bei': '12.30', 'le': '0.26', 'lle': '2.18', 'sei': '8.08'}",B
2098,CHEMBL1762306,,CCO/N=C(/c1ccc(Br)cc1)C1CCN(C(C)CCN(C)C(=O)c2c(C)cc[n+]([O-])c2C)CC1,5.25,IC50,=,5620.0,nM,"{'bei': '9.62', 'le': '0.20', 'lle': '0.55', 'sei': '7.28'}",B
2099,CHEMBL1762307,,CCO/N=C(/c1ccc(Br)cc1)C1CCN(C(C)CCNC(=O)c2c(Cl)cncc2Cl)CC1,6.89,IC50,=,130.0,nM,"{'bei': '12.38', 'le': '0.28', 'lle': '1.08', 'sei': '10.31'}",B
2100,CHEMBL1762308,,CCO/N=C(/c1ccc(Br)cc1)C1CCN(C2(CCNC(=O)c3c(Cl)cncc3Cl)CC2)CC1,4.67,IC50,=,21370.0,nM,"{'bei': '8.22', 'le': '0.19', 'lle': '-1.29', 'sei': '6.99'}",B
2101,CHEMBL1760024,,CCO/N=C(/c1ccc(Br)cc1)C1CCN(C(C)(C)CCNC(=O)c2c(Cl)cncc2Cl)CC1,5.75,IC50,=,1760.0,nM,"{'bei': '10.09', 'le': '0.23', 'lle': '-0.45', 'sei': '8.61'}",B
2102,CHEMBL1762309,,CC(CCNC(=O)c1c(Cl)cncc1Cl)N1CCC(C2=NOCc3cc(Br)ccc32)CC1,4.91,IC50,=,12250.0,nM,"{'bei': '9.09', 'le': '0.21', 'lle': '-0.40', 'sei': '7.35'}",B
2103,CHEMBL1762311,,CC(CCNC(=O)c1c(Cl)cncc1Cl)N1CCC(C(O)c2ccc(Br)cc2)CC1,5.47,IC50,=,3390.0,nM,"{'bei': '10.62', 'le': '0.25', 'lle': '0.37', 'sei': '8.36'}",B
2104,CHEMBL1762312,,CC(CCNC(=O)c1c(Cl)cncc1Cl)N1CCC(C(Oc2ccccc2)c2ccc(Br)cc2)CC1,6.89,IC50,=,130.0,nM,"{'bei': '11.64', 'le': '0.26', 'lle': '-0.30', 'sei': '12.64'}",B
2105,CHEMBL1762313,,CC(CCNC(=O)c1c(Cl)cncc1Cl)N1CCC(N(Cc2ccccc2)c2ccc(Br)cc2)CC1,7.52,IC50,=,30.0,nM,"{'bei': '12.74', 'le': '0.29', 'lle': '0.69', 'sei': '15.52'}",B
2106,CHEMBL1762314,,CC(CCNC(=O)c1c(Cl)cncc1Cl)N1CCC(C2(c3ccc(C(F)(F)F)cc3)Cc3ccccc3O2)CC1,7.40,IC50,=,40.0,nM,"{'bei': '12.49', 'le': '0.25', 'lle': '0.24', 'sei': '13.58'}",B
2107,CHEMBL1762315,,CC(CCNC(=O)c1c(Cl)cncc1Cl)N1CCC(C2(c3ccc(C(F)(F)F)cc3)Oc3ccccc3O2)CC1,7.52,IC50,=,30.0,nM,"{'bei': '12.65', 'le': '0.26', 'lle': '0.57', 'sei': '11.81'}",B
2108,CHEMBL1762316,,CC(CCNC(=O)c1c(Cl)cncc1Cl)N1CCC(C(Oc2ccccc2)c2ccc(C(F)(F)F)cc2)CC1,7.30,IC50,=,50.0,nM,"{'bei': '12.58', 'le': '0.26', 'lle': '-0.15', 'sei': '13.41'}",B
2109,CHEMBL1762317,,CC(CCNC(=O)c1c(Cl)cncc1Cl)N1CCC(C(Oc2ccccc2C#N)c2ccc(C(F)(F)F)cc2)CC1,7.00,IC50,=,100.0,nM,"{'bei': '11.56', 'le': '0.23', 'lle': '-0.32', 'sei': '8.95'}",B
2110,CHEMBL1762318,,CC(CCNC(=O)c1c(Cl)cncc1Cl)N1CCC(C(Oc2cccc(C#N)c2)c2ccc(C(F)(F)F)cc2)CC1,7.30,IC50,=,50.0,nM,"{'bei': '12.06', 'le': '0.24', 'lle': '-0.02', 'sei': '9.33'}",B
2111,CHEMBL1762319,,CC(CCNC(=O)c1c(Cl)cncc1Cl)N1CCC(C(Oc2ccccc2Cl)c2ccc(C(F)(F)F)cc2)CC1,6.92,IC50,=,120.0,nM,"{'bei': '11.25', 'le': '0.24', 'lle': '-1.18', 'sei': '12.71'}",B
2112,CHEMBL1762320,,CC(CCNC(=O)c1c(Cl)cncc1Cl)N1CCC(C(Oc2cccc(Cl)c2)c2ccc(C(F)(F)F)cc2)CC1,7.22,IC50,=,60.0,nM,"{'bei': '11.74', 'le': '0.25', 'lle': '-0.88', 'sei': '13.26'}",B
2113,CHEMBL1762324,,CC(CCNC(=O)c1c(Cl)cncc1Cl)N1CCC(C(Oc2cccc(F)c2)c2ccc(C(F)(F)F)cc2)CC1,7.40,IC50,=,40.0,nM,"{'bei': '12.36', 'le': '0.25', 'lle': '-0.19', 'sei': '13.58'}",B
2114,CHEMBL1762326,,CC(CCNC(=O)c1c(Cl)cncc1Cl)N1CCC(C(Oc2ccccn2)c2ccc(Br)cc2)CC1,6.85,IC50,=,140.0,nM,"{'bei': '11.57', 'le': '0.26', 'lle': '0.26', 'sei': '10.18'}",B
2115,CHEMBL1762327,,CC(CCNC(=O)c1c(Cl)cncc1Cl)N1CCC(C(Oc2cccnc2)c2ccc(Br)cc2)CC1,6.01,IC50,=,970.0,nM,"{'bei': '10.15', 'le': '0.23', 'lle': '-0.58', 'sei': '8.93'}",B
2116,CHEMBL1762329,,Cc1cccnc1OC(c1ccc(Br)cc1)C1CCN(C(C)CCNC(=O)c2c(Cl)cncc2Cl)CC1,6.72,IC50,=,190.0,nM,"{'bei': '11.08', 'le': '0.25', 'lle': '-0.18', 'sei': '9.98'}",B
2117,CHEMBL1762330,,Cc1ccnc(OC(c2ccc(Br)cc2)C2CCN(C(C)CCNC(=O)c3c(Cl)cncc3Cl)CC2)c1,6.85,IC50,=,140.0,nM,"{'bei': '11.30', 'le': '0.25', 'lle': '-0.05', 'sei': '10.18'}",B
2118,CHEMBL1762331,,Cc1ccc(OC(c2ccc(Br)cc2)C2CCN(C(C)CCNC(=O)c3c(Cl)cncc3Cl)CC2)nc1,5.42,IC50,=,3800.0,nM,"{'bei': '8.94', 'le': '0.20', 'lle': '-1.48', 'sei': '8.05'}",B
2119,CHEMBL1762332,,Cc1cccc(OC(c2ccc(Br)cc2)C2CCN(C(C)CCNC(=O)c3c(Cl)cncc3Cl)CC2)n1,6.66,IC50,=,220.0,nM,"{'bei': '10.98', 'le': '0.25', 'lle': '-0.24', 'sei': '9.89'}",B
